,sessionID,text,label
1019,Ses01M_impro03_M018,Just cash hardcore.,3
1020,Ses01M_impro03_M019,What should we do?  Where should we get married? We should have party.,1
1021,Ses01M_impro03_M020,"Yeah, like a big like- A wedding on the beach, that would be nice.",1
1022,Ses01M_impro03_M021,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,3
1023,Ses01M_impro03_M022,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,1
1024,Ses01M_impro03_M023,I'm going to marry a blue blood. [LAUGHTER],1
1025,Ses01M_impro03_M024,Will you help me plan?,1
1026,Ses01M_impro03_M025,Good.,-1
1027,Ses01M_impro04_F000,You seem kind of down.,3
1028,Ses01M_impro04_F001,How come?,-1
1029,Ses01M_impro04_F002,What do you mean?,3
1030,Ses01M_impro04_F003,There's a lot of people looking for jobs.,3
1031,Ses01M_impro04_F004,"I don't know, I mean, I just don't think...",3
1032,Ses01M_impro04_F005,Did you ever think it might be your attitude that's...,3
1033,Ses01M_impro04_F006,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",3
1034,Ses01M_impro04_F007,...has anyone ever just said anything like that to you before?,3
1035,Ses01M_impro04_F008,"Right, sure.",3
1036,Ses01M_impro04_F009,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",3
1037,Ses01M_impro04_F010,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,3
1038,Ses01M_impro04_F011,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,3
1039,Ses01M_impro04_F012,No.,3
1040,Ses01M_impro04_F013,"Well, you know a little.  If you were to listen to--",3
1041,Ses01M_impro04_F014,I just don't want you to fly off the handle.,3
1042,Ses01M_impro04_F015,You kind of have a short fuse.,3
1043,Ses01M_impro04_F016,Yeah.,3
1044,Ses01M_impro04_F017,"Like this, right now we're trying have a conversation.",3
1045,Ses01M_impro04_F018,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,3
1046,Ses01M_impro04_F019,I can't finish the sentence with you without you jumping in...,3
1047,Ses01M_impro04_F020,...and you're always right.,3
1048,Ses01M_impro04_F021,You have an excuse for everything.,3
1049,Ses01M_impro04_F022,I'm just saying that maybe you should take in some information before you produce more of your own.,3
1050,Ses01M_impro04_F023,[BREATHING],3
1051,Ses01M_impro04_F024,That's -.,-1
1052,Ses01M_impro04_F025,"Well, what kind of field are you looking to go into?",3
1053,Ses01M_impro04_M000,I'm just mad.,-1
1054,Ses01M_impro04_M001,It's--I've been trying to find this job I can't get any job.,-1
1055,Ses01M_impro04_M002,It's not fair.,-1
1056,Ses01M_impro04_M003,"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.",-1
1057,Ses01M_impro04_M004,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",-1
1058,Ses01M_impro04_M005,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",-1
1059,Ses01M_impro04_M006,"What's my--like what do you mean ""my attitude""?",-1
1060,Ses01M_impro04_M007,Do I have an attitude problem?,-1
1061,Ses01M_impro04_M008,"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",-1
1062,Ses01M_impro04_M009,"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",-1
1063,Ses01M_impro04_M010,"I guess I just getting really hard to fake, you know.",-1
1064,Ses01M_impro04_M011,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",-1
1065,Ses01M_impro04_M012,Yeah.,-1
1066,Ses01M_impro04_M013,I come across angry?,-1
1067,Ses01M_impro04_M014,What?,0
1068,Ses01M_impro04_M015,"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.",-1
1069,Ses01M_impro04_M016,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",-1
1070,Ses01M_impro04_M017,I have a short fuse?,-1
1071,Ses01M_impro04_M018,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",0
1072,Ses01M_impro04_M019,"Well, it's 'cause I can't get a job, okay?",-1
1073,Ses01M_impro04_M020,I'm not always right I'm just--,-1
1074,Ses01M_impro04_M021,fine okay.,-1
1075,Ses01M_impro04_M022,[BREATHING],-1
1076,Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,0
1077,Ses01M_impro04_M024,"You know, and like I don't think it's that much to ask. I know.",-1
1078,Ses01M_impro04_M025,That's it.,3
1079,Ses01M_impro05_F000,Can I help you?,3
1080,Ses01M_impro05_F001,I need a little more information.,3
1081,Ses01M_impro05_F002,What- What flight did you come in on?,3
1082,Ses01M_impro05_F003,Georgia?,3
1083,Ses01M_impro05_F004,"There's no need for you to raise your voice, sir.",3
1084,Ses01M_impro05_F005,I've been college educated.,3
1085,Ses01M_impro05_F006,I speak your language.,3
1086,Ses01M_impro05_F007,I'm just saying you don't need to talk to me like I-,3
1087,Ses01M_impro05_F008,I'm not a child.,-1
1088,Ses01M_impro05_F009,I've been here for sixteen.,-1
1089,Ses01M_impro05_F010,I come here every single day.,-1
1090,Ses01M_impro05_F011,"Details, Details.  Well, anyhow can I--",3
1091,Ses01M_impro05_F012,so you flew in from Atlanta...,3
1092,Ses01M_impro05_F013,Four...Four hours ago.,3
1093,Ses01M_impro05_F014,Do you have any i-?,3
1094,Ses01M_impro05_F015,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,3
1095,Ses01M_impro05_F016,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,3
1096,Ses01M_impro05_F017,"I have some unfortunate news, uh, that your bag isn't going to be--",3
1097,Ses01M_impro05_F018,--arriving any time soon.,3
1098,Ses01M_impro05_F019,I'm really sorry to tell you this but...,3
1099,Ses01M_impro05_F020,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,3
1100,Ses01M_impro05_F021,...and your future...,3
1101,Ses01M_impro05_F022,No.,3
1102,Ses01M_impro05_F023,Yes.,3
1103,Ses01M_impro05_F024,We've actually...,3
1104,Ses01M_impro05_F025,They do as matter of fact.  We don't like to publicize it because,3
1105,Ses01M_impro05_F026,people wouldn't Fly our airline.,3
1106,Ses01M_impro05_F027,What was that?,3
1107,Ses01M_impro05_F028,That's unfortunate.,3
1108,Ses01M_impro05_F029,That's too bad.,3
1109,Ses01M_impro05_F030,I wish I could give it to you.,3
1110,Ses01M_impro05_F031,I wish I-,3
1111,Ses01M_impro05_F032,That's not - no.,3
1112,Ses01M_impro05_F033,No.,3
1113,Ses01M_impro05_F034,We have plenty of aggressive searching going on it's not there.  Someone's taken it.,3
1114,Ses01M_impro05_F035,You know I don't need to take this sort of abuse.,-1
1115,Ses01M_impro05_F036,That's fantastic.,-1
1116,Ses01M_impro05_F037,Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.,-1
1117,Ses01M_impro05_M000,"Yes, please help me.  Where is my bag?",-1
1118,Ses01M_impro05_M001,"Where is my bag?  Come on, I've been here for four hours.",-1
1119,Ses01M_impro05_M002,"Okay, I'm coming in from Atlanta.",-1
1120,Ses01M_impro05_M003,"Yes, Georgia.  Good for you I need my bag.  Can you...",-1
1121,Ses01M_impro05_M004,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,0
1122,Ses01M_impro05_M005,"Listen, shut your smug mouth, okay?  I don't need that.",0
1123,Ses01M_impro05_M006,I've been sitting here for four hours.,0
1124,Ses01M_impro05_M007,You people have just been tossing me around like a used hanky.,0
1125,Ses01M_impro05_M008,You work here.,0
1126,Ses01M_impro05_M009,My bag from Atlanta.,-1
1127,Ses01M_impro05_M010,It's a little black bag with wheels.,-1
1128,Ses01M_impro05_M011,That you wouldn't let me put in the overhead compartment.  You said I had to check it.,-1
1129,Ses01M_impro05_M012,It's a tiny little bag.,-1
1130,Ses01M_impro05_M013,"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?",-1
1131,Ses01M_impro05_M014,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",-1
1132,Ses01M_impro05_M015,Okay.,3
1133,Ses01M_impro05_M016,"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?",-1
1134,Ses01M_impro05_M017,It's gone.,-1
1135,Ses01M_impro05_M018,Where is it?  Where did it go?,-1
1136,Ses01M_impro05_M019,You mean did someone steal it? Do people steal bags?,-1
1137,Ses01M_impro05_M020,Probably people that work for your company huh?,0
1138,Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,0
1139,Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,0
1140,Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,0
1141,Ses01M_impro05_M024,"Fifty dollars is not going to cover me for my job, okay?",0
1142,Ses01M_impro05_M025,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,0
1143,Ses01M_impro05_M026,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,0
1144,Ses01M_impro05_M027,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",0
1145,Ses01M_impro05_M028,I know what you guys do when you're not working you're union people; you just sit around on your ass.,0
1146,Ses01M_impro05_M029,"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.",-1
1147,Ses01M_impro05_M030,[BREATHING],-1
1148,Ses01M_impro05_M031,Thank you very much.,0
1149,Ses01M_impro06_F000,You okay?,3
1150,Ses01M_impro06_F001,What's happened?,3
1151,Ses01M_impro06_F002,You don't have to if you don't want to.,3
1152,Ses01M_impro06_F003,I'm sorry to hear that.,2
1153,Ses01M_impro06_F004,You've been taking care of it all?,2
1154,Ses01M_impro06_F005,Oh Jesus.,2
1155,Ses01M_impro06_F006,He sick for awhile?,2
1156,Ses01M_impro06_F007,Was it an accident?,3
1157,Ses01M_impro06_F008,how was sick?,3
1158,Ses01M_impro06_F009,"Well, I'm confused.  He was sick or it was an accident?",3
1159,Ses01M_impro06_F010,Oh. Really fast? Oh.,3
1160,Ses01M_impro06_F011,Yeah.,3
1161,Ses01M_impro06_F012,Yeah.,3
1162,Ses01M_impro06_F013,"Totally, yeah.",3
1163,Ses01M_impro06_F014,Mmhmm.,3
1164,Ses01M_impro06_F015,Lock,3
1165,Ses01M_impro06_F016,Mmhmm.,3
1166,Ses01M_impro06_F017,The plans you make [GARBAGE].,3
1167,Ses01M_impro06_F018,It leaves a hole for you too.,3
1168,Ses01M_impro06_F019,"It leaves a hole for you too, in your plans together.",3
1169,Ses01M_impro06_F020,It gets better.,3
1170,Ses01M_impro06_F021,Mmhmm.,3
1171,Ses01M_impro06_F022,MMhmm.,3
1172,Ses01M_impro06_F023,Mmhmm.,3
1173,Ses01M_impro06_F024,How long did you know each other?,3
1174,Ses01M_impro06_F025,That's a long time.,3
1175,Ses01M_impro06_F026,It's good that you were there.,3
1176,Ses01M_impro06_F027,Yeah.,3
1177,Ses01M_impro06_F028,Are there things you wish you'd done differently?,3
1178,Ses01M_impro06_M000,"Yeah, I'm just-- yeah",2
1179,Ses01M_impro06_M001,"Just kind of feel numb, you know.",2
1180,Ses01M_impro06_M002,You didn't even hear?,2
1181,Ses01M_impro06_M003,[BREATHING] Umm.,2
1182,Ses01M_impro06_M004,God I've told this story so many times. Umm.,2
1183,Ses01M_impro06_M005,I just...I just basically lost someone that was really close to me.,2
1184,Ses01M_impro06_M006,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",2
1185,Ses01M_impro06_M007,"He kind of didn't have anyone to take care of that for him, so--",2
1186,Ses01M_impro06_M008,It's just really...really messed up.,2
1187,Ses01M_impro06_M009,No.,2
1188,Ses01M_impro06_M010,Just like it.,2
1189,Ses01M_impro06_M011,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",2
1190,Ses01M_impro06_M012,What?,2
1191,Ses01M_impro06_M013,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",2
1192,Ses01M_impro06_M014,It was kind of like boom... done,2
1193,Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,2
1194,Ses01M_impro06_M016,--it just kind of freaks you out.,2
1195,Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,2
1196,Ses01M_impro06_M018,"Exactly, you know, and like he had so many plans and he was going to do...",2
1197,Ses01M_impro06_M019,"so many things, you know?",2
1198,Ses01M_impro06_M020,What?,2
1199,Ses01M_impro06_M021,Yeah.,2
1200,Ses01M_impro06_M022,"He was a really, really good guy.",2
1201,Ses01M_impro06_M023,A lot of people loved him.,2
1202,Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",2
1203,Ses01M_impro06_M025,Umm...,2
1204,Ses01M_impro06_M026,For like eight years.,2
1205,Ses01M_impro06_M027,Yeah.,2
1206,Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",2
1207,Ses01M_impro06_M029,"So weird,",2
1208,Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",2
1209,Ses01M_impro07_F000,Yeah.,3
1210,Ses01M_impro07_F001,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,1
1211,Ses01M_impro07_F002,Uh huh.,-1
1212,Ses01M_impro07_F003,Pinch hitting softball.,1
1213,Ses01M_impro07_F004,That is incredible.,1
1214,Ses01M_impro07_F005,That's amazing. They pay for everything?,1
1215,Ses01M_impro07_F006,"Your housing, books, everything? That is incredible.",1
1216,Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,1
1217,Ses01M_impro07_F008,You should...You should look into that.,1
1218,Ses01M_impro07_F009,"That is amazing, congratulations. Good for you.",1
1219,Ses01M_impro07_F010,Oh.,3
1220,Ses01M_impro07_F011,"Yeah, that you probably. You should see one of these Victorian houses around by.",1
1221,Ses01M_impro07_F012,Oh. Venice beach.,3
1222,Ses01M_impro07_F013,"Oh, you don't like that. You're west-sider?",1
1223,Ses01M_impro07_F014,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",1
1224,Ses01M_impro07_F015,I don't know. Commuting from what Malibu that would be ridiculous.,1
1225,Ses01M_impro07_F016,Oh yeah. He'd drop you right off at practice?,1
1226,Ses01M_impro07_F017,Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.,-1
1227,Ses01M_impro07_F018,They have those neon--softballs.  They're like day-glow you can see them anywhere.,1
1228,Ses01M_impro07_F019,I'm surprised you don't know that.,-1
1229,Ses01M_impro07_F020,Oh. That is incredible. Is it--,3
1230,Ses01M_impro07_F021,"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",1
1231,Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,1
1232,Ses01M_impro07_F023,That is unbelievable.,1
1233,Ses01M_impro07_F024,I would put that right up there with--ping-pong.,1
1234,Ses01M_impro07_F025,I mean not to denigrate what you are doing.  I think that's great.,1
1235,Ses01M_impro07_F026,"No, no.  I love softball. I played softball all the time.",1
1236,Ses01M_impro07_F027,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,1
1237,Ses01M_impro07_F028,Oh really? With the whole team?,-1
1238,Ses01M_impro07_F029,What are your teammates like? I'm sure you don't know yet? What kind of people play softball?,-1
1239,Ses01M_impro07_F030,Oh really?,-1
1240,Ses01M_impro07_F031,Cool. You don't seem like you'd fit in there.,-1
1241,Ses01M_impro07_F032,"Oh, cool.",-1
1242,Ses01M_impro07_F033,You're like the rookie? The new kid.,1
1243,Ses01M_impro07_F034,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],1
1244,Ses01M_impro07_M000,Check this out.  You know how I've told you I've been really into like softball recently?,1
1245,Ses01M_impro07_M001,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",1
1246,Ses01M_impro07_M002,For softball.  They're going to pay me to go to school. Isn't that awesome?,1
1247,Ses01M_impro07_M003,"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",1
1248,Ses01M_impro07_M004,"I know. For softball, yeah.",1
1249,Ses01M_impro07_M005,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",1
1250,Ses01M_impro07_M006,"I don't know. I should ask. Yeah, I will.",1
1251,Ses01M_impro07_M007,Thank you.,1
1252,Ses01M_impro07_M008,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,1
1253,Ses01M_impro07_M009,Where should I move?,1
1254,Ses01M_impro07_M010,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",1
1255,Ses01M_impro07_M011,Professional softball player Malibu. [LAUGHTER],1
1256,Ses01M_impro07_M012,From where? Huh? Well I'm from San Francisco.,-1
1257,Ses01M_impro07_M013,"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",1
1258,Ses01M_impro07_M014,Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.,-1
1259,Ses01M_impro07_M015,"Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.",-1
1260,Ses01M_impro07_M016,No it's all boys. All boys' softball team.,-1
1261,Ses01M_impro07_M017,They do it's--believe me it's huge.,1
1262,Ses01M_impro07_M018,I just got into it. I just kind of fell into it. Literally I was walking around and...,1
1263,Ses01M_impro07_M019,It's pretty wild.,1
1264,Ses01M_impro07_M020,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",3
1265,Ses01M_impro07_M021,Oh you mean it's not really sport that what you're saying?,-1
1266,Ses01M_impro07_M022,It's totally a sport. What are you talking about?,-1
1267,Ses01M_impro07_M023,"What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy.",-1
1268,Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,1
1269,Ses01M_impro07_M025,But they got to like drive around in a bus--that would suck.,-1
1270,Ses01M_impro07_M026,Yeah we have like away games and stuff.,3
1271,Ses01M_impro07_M027,They're nice.,-1
1272,Ses01M_impro07_M028,"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",-1
1273,Ses01M_impro07_M029,That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,-1
1274,Ses01M_impro07_M030,But you know I'm like [GARBAGE].,3
1275,Ses01M_impro07_M031,Yeah.,-1
1276,Ses01M_impro07_M032,I'm going to have a mustache...On the force...,1
1277,Ses01M_impro07_M033,Pull over..,1
1278,Ses01M_script01_1_F000,What he's going to say?,-1
1279,Ses01M_script01_1_F001,When?,-1
1280,Ses01M_script01_1_F002,How could he see it?  I was the first one up and he was still in bed.,-1
1281,Ses01M_script01_1_F003,What was he doing here at four in the morning?,-1
1282,Ses01M_script01_1_F004,Did you talk to him?,2
1283,Ses01M_script01_1_F005,Cried hard?,2
1284,Ses01M_script01_1_F006,[BREATHING],2
1285,Ses01M_script01_1_F007,What is he doing out here at that hour?,-1
1286,Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",0
1287,Ses01M_script01_1_F009,It's getting to be just like after he died.  What is the meaning of that?,-1
1288,Ses01M_script01_1_F010,What?,-1
1289,Ses01M_script01_1_F011,What do you mean a mistake?,0
1290,Ses01M_script01_1_F012,"What do you want to do, argue with him?",-1
1291,Ses01M_script01_1_F013,You can't say that to him.,-1
1292,Ses01M_script01_1_F014,"What, can you prove it?  What proof do you have?  Can you prove it?",0
1293,Ses01M_script01_1_F015,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",0
1294,Ses01M_script01_1_F016,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,0
1295,Ses01M_script01_1_F017,Why?,0
1296,Ses01M_script01_1_F018,"Well, I've got an idea but what's the story?",-1
1297,Ses01M_script01_1_F019,"Well, that's only your business, Chris.",-1
1298,Ses01M_script01_1_F020,"Well, what do you want me to do?  You're old enough known your own business.",0
1299,Ses01M_script01_1_F021,You want to make sure that your father's not going to...,-1
1300,Ses01M_script01_1_F022,I'm just saying.,-1
1301,Ses01M_script01_1_F023,I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,0
1302,Ses01M_script01_1_F024,"From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.",0
1303,Ses01M_script01_1_F025,You're a considerate fellow.  There's nothing wrong in that.,3
1304,Ses01M_script01_1_F026,Did you ask Annie yet?,3
1305,Ses01M_script01_1_F027,"Well, how do you know she's going to marry you?  Maybe she feels same way your father does.",-1
1306,Ses01M_script01_1_F028,"The trouble is you don't see enough women, you never did.",-1
1307,Ses01M_script01_1_F029,I don't see why it has to be Annie.,0
1308,Ses01M_script01_1_F030,"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",0
1309,Ses01M_script01_1_F031,"He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.",2
1310,Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know?  I don't.",0
1311,Ses01M_script01_1_F033,Give it some more thought.,-1
1312,Ses01M_script01_1_F034,What the hell is this?,-1
1313,Ses01M_script01_1_F035,Are you crazy?,0
1314,Ses01M_script01_1_F036,You have a business here.  I said what the hell is this?,0
1315,Ses01M_script01_1_F037,"Oh, must you be inspired.",0
1316,Ses01M_script01_1_F038,You mean to tell me you would leave the business for this.,-1
1317,Ses01M_script01_1_F039,"Well, you don't want to think like that.",0
1318,Ses01M_script01_1_F040,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",0
1319,Ses01M_script01_1_F041,"Well, you don't think like that.",0
1320,Ses01M_script01_1_F042,"I don't understand you, do I?",0
1321,Ses01M_script01_1_F043,"Well, I can see that.",0
1322,Ses01M_script01_1_M000,He saw it.,3
1323,Ses01M_script01_1_M001,He was out here at four this morning.,-1
1324,Ses01M_script01_1_M002,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,3
1325,Ses01M_script01_1_M003,I don't know.  But he went back in the kitchen and he cried.,2
1326,Ses01M_script01_1_M004,No.  I figured I'd just let it wait.,2
1327,Ses01M_script01_1_M005,"Yeah, I could hear him crying through the floorboards in my room.",2
1328,Ses01M_script01_1_M006,I don't know.,2
1329,Ses01M_script01_1_M007,I guess he is.,2
1330,Ses01M_script01_1_M008,I don't know the meaning of it.  But I know we've made terrible mistake with father.,-1
1331,Ses01M_script01_1_M009,"I mean, these kinds of things, man they always come back at you.  And this is definitely coming back to us.",-1
1332,Ses01M_script01_1_M010,"I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?",-1
1333,Ses01M_script01_1_M011,"I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.",-1
1334,Ses01M_script01_1_M012,I got to.,-1
1335,Ses01M_script01_1_M013,"For God's sake, three years?  Nobody comes back after three years. It's insane.",-1
1336,Ses01M_script01_1_M014,"Okay, all right.  Mom, sit down.  I want to talk to you.",-1
1337,Ses01M_script01_1_M015,"Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?",-1
1338,Ses01M_script01_1_M016,You know.,-1
1339,Ses01M_script01_1_M017,I'm going to ask her to marry me.,3
1340,Ses01M_script01_1_M018,You know it's not just my business.,-1
1341,Ses01M_script01_1_M019,So it's okay then?  I'm just going to go ahead with it?,-1
1342,Ses01M_script01_1_M020,"See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?",0
1343,Ses01M_script01_1_M021,She is not Larry's girl.,0
1344,Ses01M_script01_1_M022,I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...,-1
1345,Ses01M_script01_1_M023,To hell with that.,0
1346,Ses01M_script01_1_M024,"No, I wanted to get this all sorted out first.",2
1347,Ses01M_script01_1_M025,"Well, if she does then that's the end of it.  However from her letters I think she's pretty much forgotten him.",-1
1348,Ses01M_script01_1_M026,So what?  I'm just--I'm not fast with women.,-1
1349,Ses01M_script01_1_M027,Because it is.,-1
1350,Ses01M_script01_1_M028,"I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.",-1
1351,Ses01M_script01_1_M029,All right then.,-1
1352,Ses01M_script01_1_M030,I've given it lots of thought.  And I keep coming back to the same thing.,-1
1353,Ses01M_script01_1_M031,"When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.",-1
1354,Ses01M_script01_1_M032,I'll leave.  I'll get married and move somewhere else maybe New York.,-1
1355,Ses01M_script01_1_M033,I'll do it.,-1
1356,Ses01M_script01_1_M034,Business?  The business doesn't inspire me.,0
1357,Ses01M_script01_1_M035,"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",0
1358,Ses01M_script01_1_M036,If that can't happen here...,-1
1359,Ses01M_script01_1_M037,"Yes, on this I would.",3
1360,Ses01M_script01_1_M038,Then help me stay here mom.,2
1361,Ses01M_script01_1_M039,"I know, I know.",-1
1362,Ses01M_script01_1_M040,Then help me stay.,2
1363,Ses01M_script01_1_M041,I am thinking like that.,0
1364,Ses01M_script01_1_M042,"No, you don't.  I'm a pretty tough guy.",2
1365,Ses01M_script01_2_F000,Why did he invite her here?,0
1366,Ses01M_script01_2_F001,It's been three and a half years.  Why all of a sudden?,0
1367,Ses01M_script01_2_F002,He's not going to marry her.,-1
1368,Ses01M_script01_2_F003,it's got that about it.,-1
1369,Ses01M_script01_2_F004,"What is going on here, Joe?",0
1370,Ses01M_script01_2_F005,The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.,0
1371,Ses01M_script01_2_F006,Then why is she still single?  New York is full of men probably a hundred people told her she is crazy but she is waited.,-1
1372,Ses01M_script01_2_F007,Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.,-1
1373,Ses01M_script01_2_F008,"Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.",-1
1374,Ses01M_script01_2_F009,"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",0
1375,Ses01M_script01_2_F010,Because if he's not coming back then I'll kill myself.,-1
1376,Ses01M_script01_2_F011,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",0
1377,Ses01M_script01_2_F012,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",0
1378,Ses01M_script01_2_F013,You above all have got to believe. Just don't stop believing.,0
